"Case","JourneyCode","HolidayType","Price","NumberOfPersons","Region","Transportation","Duration","Season","Accommodation","Hotel"
"Journey907","907.0","Recreation","949.0","4.0","Bavaria","Car","7.0","February","TwoStars","Pension Laerchenhof, Bavaria"
"Journey908","908.0","Active","684.0","2.0","Bavaria","Car","7.0","January","HolidayFlat","H.Flat Chiemgau, Bavaria"
"Journey909","909.0","Skiing","1164.0","5.0","Bavaria","Car","14.0","February","HolidayFlat","H.Flat Chiemgau, Bavaria"
"Journey910","910.0","Active","529.0","4.0","Bavaria","Car","7.0","December","HolidayFlat","H.Flat Reiterhof, Bavaria"
"Journey911","911.0","Recreation","484.0","2.0","Bavaria","Car","7.0","February","HolidayFlat","H.Flat Reiterhof, Bavaria"
"Journey912","912.0","Skiing","449.0","2.0","Bavaria","Car","7.0","January","HolidayFlat","H.Flat Wildgatter, Bavaria"
"Journey913","913.0","Skiing","774.0","6.0","Bavaria","Car","7.0","February","HolidayFlat","H.Flat Wildgatter, Bavaria"
"Journey914","914.0","Active","379.0","2.0","Bavaria","Car","7.0","January","HolidayFlat","H.Flat Am Hochwald, Bavaria"
"Journey915","915.0","Recreation","459.0","3.0","Bavaria","Car","14.0","February","HolidayFlat","H.Flat Am Hochwald, Bavaria"
"Journey916","916.0","Active","454.0","3.0","Bavaria","Car","7.0","January","HolidayFlat","H.Flat Christopherhof, Bavaria"
"Journey917","917.0","Skiing","774.0","8.0","Bavaria","Car","7.0","March","HolidayFlat","H.Flat Christopherhof, Bavaria"
"Journey918","918.0","Recreation","699.0","6.0","Bavaria","Car","7.0","January","HolidayFlat","H.Flat Jaegerwiesen, Bavaria"
"Journey919","919.0","Active","1018.0","3.0","Bavaria","Car","14.0","February","HolidayFlat","H.Flat Jaegerwiesen, Bavaria"
"Journey920","920.0","Recreation","1338.0","2.0","ErzGebirge","Car","7.0","December","ThreeStars","Hotel Lugsteinhof, Erz Gebirge"
"Journey921","921.0","Skiing","1472.0","3.0","ErzGebirge","Car","7.0","January","ThreeStars","Hotel Lugsteinhof, Erz Gebirge"
"Journey922","922.0","Recreation","1257.0","4.0","ErzGebirge","Car","7.0","February","ThreeStars","Hotel Am Fichtelberg, Erz Gebirge"
"Journey923","923.0","Skiing","1178.0","2.0","ErzGebirge","Car","7.0","March","ThreeStars","Hotel Am Fichtelberg, Erz Gebirge"
"Journey924","924.0","Active","1257.0","4.0","ErzGebirge","Car","7.0","February","ThreeStars","Sporthotel Oberwiesenthal, Erz Gebirge"
"Journey925","925.0","Skiing","1338.0","2.0","ErzGebirge","Car","7.0","December","ThreeStars","Sporthotel Oberwiesenthal, Erz Gebirge"
"Journey926","926.0","Recreation","1235.0","3.0","ErzGebirge","Car","7.0","January","ThreeStars","Rathaushotel, Erz Gebirge"
"Journey927","927.0","Active","1482.0","4.0","ErzGebirge","Car","7.0","February","ThreeStars","Rathaushotel, Erz Gebirge"
"Journey928","928.0","Recreation","838.0","2.0","ErzGebirge","Car","14.0","March","ThreeStars","Hotel Stephanshoehe, Erz Gebirge"
"Journey929","929.0","Recreation","1472.0","3.0","ErzGebirge","Car","7.0","February","ThreeStars","Hotel Stephanshoehe, Erz Gebirge"
"Journey930","930.0","Skiing","604.0","2.0","ErzGebirge","Car","14.0","December","ThreeStars","Hotel Vogtland, Erz Gebirge"
"Journey931","931.0","Recreation","1782.0","4.0","ErzGebirge","Car","7.0","January","ThreeStars","Hotel Vogtland, Erz Gebirge"
"Journey932","932.0","Active","2935.0","3.0","ErzGebirge","Car","14.0","January","ThreeStars","Kurhotel Am See, Erz Gebirge"
"Journey933","933.0","Recreation","838.0","2.0","ErzGebirge","Car","7.0","March","ThreeStars","Kurhotel Am See, Erz Gebirge"
"Journey934","934.0","Recreation","1257.0","4.0","ErzGebirge","Car","7.0","February","ThreeStars","Kurhotel Am See, Erz Gebirge"
"Journey935","935.0","Recreation","559.0","6.0","ErzGebirge","Car","7.0","December","HolidayFlat","H.Flat Haus Vogtland, Erz Gebirge"
"Journey936","936.0","Recreation","549.0","7.0","ErzGebirge","Car","7.0","January","HolidayFlat","H.Flat Haus Vogtland, Erz Gebirge"
"Journey937","937.0","Active","1098.0","5.0","ErzGebirge","Car","14.0","March","HolidayFlat","H.Flat Haus Vogtland, Erz Gebirge"
"Journey938","938.0","Active","549.0","6.0","ErzGebirge","Car","7.0","February","HolidayFlat","H.Flat Haus Vogtland, Erz Gebirge"
"Journey939","939.0","Skiing","549.0","4.0","ErzGebirge","Car","7.0","February","HolidayFlat","H.Flat Haus Vogtland, Erz Gebirge"
"Journey940","940.0","Recreation","2128.0","2.0","Harz","Car","7.0","December","ThreeStars","Aparthotel Bocksberg, Harz"
"Journey941","941.0","Recreation","1910.0","3.0","Harz","Car","7.0","January","ThreeStars","Aparthotel Bocksberg, Harz"
"Journey942","942.0","Wandering","1648.0","2.0","Harz","Car","7.0","February","ThreeStars","Aparthotel Bocksberg, Harz"
"Journey943","943.0","Skiing","2007.0","4.0","Harz","Car","7.0","March","ThreeStars","Aparthotel Bocksberg, Harz"
"Journey944","944.0","Recreation","2368.0","2.0","Harz","Car","10.0","December","ThreeStars","Travelhotel Waldfrieden, Harz"
"Journey945","945.0","Recreation","1485.0","3.0","Harz","Car","7.0","January","ThreeStars","Travelhotel Waldfrieden, Harz"
"Journey946","946.0","Wandering","1298.0","2.0","Harz","Car","7.0","February","ThreeStars","Travelhotel Waldfrieden, Harz"
"Journey947","947.0","Active","1782.0","4.0","Harz","Car","7.0","March","ThreeStars","Travelhotel Waldfrieden, Harz"
"Journey948","948.0","Recreation","2007.0","4.0","Harz","Car","7.0","December","TwoStars","Hotel Harzquell, Harz"
"Journey949","949.0","Wandering","1168.0","2.0","Harz","Car","14.0","January","TwoStars","Hotel Harzquell, Harz"
"Journey950","950.0","Skiing","1460.0","3.0","Harz","Car","7.0","February","TwoStars","Hotel Harzquell, Harz"
"Journey951","951.0","Recreation","1522.0","3.0","Harz","Car","7.0","December","TwoStars","Hotel Fuerstenhoeh, Harz"
"Journey952","952.0","Recreation","1482.0","4.0","Harz","Car","7.0","January","TwoStars","Hotel Fuerstenhoeh, Harz"
"Journey953","953.0","Skiing","1235.0","3.0","Harz","Car","7.0","February","TwoStars","Hotel Fuerstenhoeh, Harz"
"Journey954","954.0","Wandering","599.0","3.0","Harz","Car","14.0","November","HolidayFlat","H.Flat Panoramic, Harz"
"Journey955","955.0","Recreation","679.0","5.0","Harz","Car","7.0","January","HolidayFlat","H.Flat Panoramic, Harz"
"Journey956","956.0","Recreation","419.0","2.0","Harz","Car","7.0","February","HolidayFlat","H.Flat Ferienpark, Harz"
"Journey957","957.0","Wandering","1114.0","4.0","Harz","Car","10.0","December","HolidayFlat","H.Flat Ferienpark, Harz"
"Journey958","958.0","Skiing","324.0","3.0","Harz","Car","7.0","December","HolidayFlat","H.Flat Teichtal, Harz"
"Journey959","959.0","Skiing","499.0","6.0","Harz","Car","7.0","February","HolidayFlat","H.Flat Teichtal, Harz"
"Journey960","960.0","Wandering","1227.0","4.0","BlackForest","Car","7.0","December","TwoStars","Hotel Hirschen, Black Forest"
"Journey961","961.0","Active","748.0","2.0","BlackForest","Car","7.0","January","TwoStars","Hotel Hirschen, Black Forest"
"Journey962","962.0","Skiing","1735.0","3.0","BlackForest","Car","7.0","February","FourStars","Treff-Hotel, Black Forest"
"Journey963","963.0","Wandering","2768.0","2.0","BlackForest","Car","14.0","March","FourStars","Treff-Hotel, Black Forest"
"Journey964","964.0","Recreation","1737.0","4.0","BlackForest","Car","7.0","February","ThreeStars","Berghotel Kandel, Black Forest"
"Journey965","965.0","Wandering","818.0","2.0","BlackForest","Car","7.0","January","ThreeStars","Berghotel Kandel, Black Forest"
"Journey966","966.0","Recreation","2322.0","3.0","BlackForest","Car","10.0","December","ThreeStars","Berghotel Mummelsee, Black Forest"
"Journey967","967.0","Skiing","1158.0","2.0","BlackForest","Car","7.0","February","ThreeStars","Berghotel Mummelsee, Black Forest"
"Journey968","968.0","Active","1008.0","2.0","BlackForest","Car","7.0","January","ThreeStars","Hotel Waldwinkel, Black Forest"
"Journey969","969.0","Recreation","1260.0","3.0","BlackForest","Car","14.0","February","ThreeStars","Hotel Waldwinkel, Black Forest"
"Journey970","970.0","Wandering","1257.0","4.0","BlackForest","Car","7.0","March","TwoStars","Gasthof Hochkopfhaus, Black Forest"
"Journey971","971.0","Skiing","838.0","2.0","BlackForest","Car","7.0","February","TwoStars","Gasthof Hochkopfhaus, Black Forest"
"Journey972","972.0","Recreation","897.0","3.0","BlackForest","Car","7.0","January","TwoStars","Landgasthof Schuetzen, Black Forest"
"Journey973","973.0","Wandering","688.0","2.0","BlackForest","Car","6.0","December","TwoStars","Landgasthof Schuetzen, Black Forest"
"Journey974","974.0","Active","454.0","4.0","BlackForest","Car","7.0","January","HolidayFlat","H.Flat Ferienpark Black Forest"
"Journey975","975.0","Active","514.0","6.0","BlackForest","Car","7.0","February","HolidayFlat","H.Flat Ferienpark Black Forest"
"Journey976","976.0","Recreation","459.0","2.0","BlackForest","Car","7.0","March","HolidayFlat","H.Flat Schwarzwaldgrund"
"Journey977","977.0","Recreation","1068.0","4.0","BlackForest","Car","14.0","February","HolidayFlat","H.Flat Schwarzwaldgrund"
"Journey978","978.0","Skiing","549.0","6.0","BlackForest","Car","7.0","January","HolidayFlat","H.Flat Sonnenrain, Black Forest"
"Journey979","979.0","Recreation","679.0","2.0","BlackForest","Car","7.0","December","HolidayFlat","H.Flat Schwarzwaldblick"
"Journey980","980.0","Recreation","599.0","4.0","BlackForest","Car","7.0","January","HolidayFlat","H.Flat Schwarzwaldblick"
"Journey981","981.0","Skiing","464.0","3.0","BlackForest","Car","7.0","February","HolidayFlat","H.Flat Schwiezer Hof, Black Forest"
"Journey982","982.0","Wandering","1033.0","5.0","BlackForest","Car","14.0","March","HolidayFlat","H.Flat Schwiezer Hof, Black Forest"
"Journey983","983.0","Recreation","989.0","4.0","BlackForest","Car","7.0","February","HolidayFlat","H.Flat Panorama-Blick, Black Forest"
"Journey984","984.0","Wandering","839.0","6.0","BlackForest","Car","7.0","January","HolidayFlat","H.Flat Panorama-Blick, Black Forest"
"Journey985","985.0","Wandering","1672.0","3.0","Thuringia","Car","7.0","December","ThreeStars","Berghotel Friedrichroda, Thuringia"
"Journey986","986.0","Recreation","1178.0","2.0","Thuringia","Car","7.0","January","ThreeStars","Berghotel Friedrichroda, Thuringia"
"Journey987","987.0","Active","4092.0","4.0","Thuringia","Car","14.0","February","ThreeStars","Hotel Finsterbergen, Thuringia"
"Journey988","988.0","Wandering","1368.0","2.0","Thuringia","Car","7.0","March","ThreeStars","Hotel Finsterbergen, Thuringia"
"Journey989","989.0","Wandering","1104.0","3.0","Thuringia","Car","7.0","February","TwoStars","Hotel Schoene Aussicht, Thuringia"
"Journey990","990.0","Skiing","883.0","2.0","Thuringia","Car","7.0","January","TwoStars","Hotel Schoene Aussicht, Thuringia"
"Journey991","991.0","Recreation","688.0","2.0","Thuringia","Car","7.0","December","ThreeStars","Berghotel Oberhof, Thuringia"
"Journey992","992.0","Wandering","1773.0","3.0","Thuringia","Car","14.0","November","ThreeStars","Berghotel Oberhof, Thuringia"
"Journey993","993.0","Wandering","1138.0","2.0","Thuringia","Car","7.0","January","FourStars","Hotel Panorama, Thuringia"
"Journey994","994.0","Recreation","1647.0","3.0","Thuringia","Car","7.0","March","FourStars","Hotel Panorama, Thuringia"
"Journey995","995.0","Skiing","1977.0","4.0","Thuringia","Car","7.0","February","FourStars","Hotel Panorama, Thuringia"
"Journey996","996.0","Wandering","1294.0","2.0","Thuringia","Car","14.0","January","TwoStars","Hotel Am Schuetzenberg, Thuringia"
"Journey997","997.0","Recreation","785.0","3.0","Thuringia","Car","7.0","December","TwoStars","Hotel Am Schuetzenberg, Thuringia"
"Journey998","998.0","Active","987.0","4.0","Thuringia","Car","7.0","February","TwoStars","Hotel Frankenwald, Thuringia"
"Journey999","999.0","Wandering","598.0","2.0","Thuringia","Car","7.0","March","TwoStars","Hotel Frankenwald, Thuringia"
"Journey1000","1000.0","Wandering","389.0","3.0","Thuringia","Car","7.0","February","HolidayFlat","H.Flat Schmeheim, Thuringia"
"Journey1001","1001.0","Wandering","389.0","4.0","Thuringia","Car","7.0","March","HolidayFlat","H.Flat Schmeheim, Thuringia"
"Journey1002","1002.0","Recreation","389.0","3.0","Thuringia","Car","7.0","January","HolidayFlat","H.Flat Schmeheim, Thuringia"
"Journey1003","1003.0","Active","924.0","4.0","Thuringia","Car","9.0","December","HolidayFlat","H.Flat Schmeheim, Thuringia"
"Journey1004","1004.0","Skiing","389.0","4.0","Thuringia","Car","7.0","February","HolidayFlat","H.Flat Schmeheim, Thuringia"
"Journey1005","1005.0","Wandering","855.0","4.0","Thuringia","Car","14.0","March","HolidayFlat","H.Flat Ruppertus, Thuringia"
"Journey1006","1006.0","Wandering","483.0","4.0","Thuringia","Car","7.0","January","HolidayFlat","H.Flat Ruppertus, Thuringia"
"Journey1007","1007.0","Recreation","774.0","4.0","Thuringia","Car","9.0","December","HolidayFlat","H.Flat Ruppertus, Thuringia"
"Journey1008","1008.0","Active","483.0","3.0","Thuringia","Car","7.0","January","HolidayFlat","H.Flat Ruppertus, Thuringia"
"Journey1009","1009.0","Skiing","483.0","4.0","Thuringia","Car","7.0","February","HolidayFlat","H.Flat Ruppertus, Thuringia"
"Journey1010","1010.0","Active","624.0","4.0","France","Car","7.0","December","HolidayFlat","H.Flat Maeva, France"
"Journey1011","1011.0","Skiing","624.0","4.0","France","Car","7.0","January","HolidayFlat","H.Flat Maeva, France"
"Journey1012","1012.0","Recreation","1624.0","5.0","France","Car","7.0","February","HolidayFlat","H.Flat Maeva, France"
"Journey1013","1013.0","Active","844.0","4.0","France","Car","7.0","March","HolidayFlat","H.Flat Le Cervin, France"
"Journey1014","1014.0","Skiing","1654.0","5.0","France","Car","7.0","February","HolidayFlat","H.Flat Le Cervin, France"
"Journey1015","1015.0","Recreation","824.0","6.0","France","Car","7.0","January","HolidayFlat","H.Flat Le Cervin, France"
"Journey1016","1016.0","Active","764.0","4.0","France","Car","7.0","December","HolidayFlat","H.Flat Bellecote, France"
"Journey1017","1017.0","Skiing","3368.0","5.0","France","Car","14.0","January","HolidayFlat","H.Flat Bellecote, France"
"Journey1018","1018.0","Recreation","1014.0","4.0","France","Car","7.0","February","HolidayFlat","H.Flat Bellecote, France"
"Journey1019","1019.0","Active","1339.0","4.0","France","Car","7.0","March","HolidayFlat","H.Flat Cheval Blanc, France"
"Journey1020","1020.0","Skiing","1094.0","5.0","France","Car","7.0","February","HolidayFlat","H.Flat Cheval Blanc, France"
"Journey1021","1021.0","Recreation","1728.0","6.0","France","Car","14.0","January","HolidayFlat","H.Flat Cheval Blanc, France"
"Journey1022","1022.0","Active","589.0","4.0","France","Car","7.0","December","HolidayFlat","H.Flat Les Olympiades, France"
"Journey1023","1023.0","Skiing","589.0","4.0","France","Car","7.0","January","HolidayFlat","H.Flat Les Olympiades, France"
"Journey1024","1024.0","Recreation","1574.0","4.0","France","Car","7.0","February","HolidayFlat","H.Flat Les Olympiades, France"
